university_name,country,qs_rank,program_name,standardized_program_name,degree_type,program_level,program_category,program_duration_years,tuition_fee_usd,scholarship_available,min_ielts_overall,min_ielts_band,toefl_score,duolingo_score,min_gpa,gre_required,min_gre_score,work_experience_required,field_requirements
Curtin University,Australia,183,Bachelor of Science in Medical Laboratory Science,Medical Laboratory Science,BSc,bachelors,health,3.0,23500,No,5.5,6.0,74,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
Curtin University,Australia,183,Bachelor of Science in Civil Engineering,Civil Engineering,BSc,bachelors,engineering,3.0,23000,No,5.5,6.0,74,100,2.7,0,0,0,Strong background in Mathematics and Physics required
Curtin University,Australia,183,Bachelor of Science in Computer Science,Computer Science,BSc,bachelors,cs,3.0,23000,No,5.5,6.0,74,100,2.7,0,0,0,Strong background in Mathematics; basic programming skills preferred
Curtin University,Australia,183,Bachelor of Arts in English Literature,English Literature,BA,bachelors,arts,3.0,20000,No,5.5,6.0,74,100,2.7,0,0,0,No specific background required; strong language and critical thinking skills preferred
Curtin University,Australia,183,Bachelor of Science in Chemistry,Chemistry,BSc,bachelors,science,3.0,25000,No,5.5,6.0,74,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
Curtin University,Australia,183,Bachelor of Science in Economics,Economics,BSc,bachelors,business,3.0,23500,No,5.5,6.0,74,100,2.7,0,0,0,No specific background required; Mathematics proficiency preferred
Curtin University,Australia,183,Bachelor of Laws in International Law,International Law,LLB,bachelors,law,3.0,28000,No,5.5,6.0,74,100,2.7,0,0,0,No specific background required; strong analytical skills preferred
Curtin University,Australia,183,Bachelor of Science in Nutrition and Dietetics,Nutrition and Dietetics,BSc,bachelors,health,3.0,23500,No,5.5,6.0,74,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
Curtin University,Australia,183,Bachelor of Science in Electrical Engineering,Electrical Engineering,BSc,bachelors,engineering,3.0,23000,No,5.5,6.0,74,100,2.7,0,0,0,Strong background in Mathematics and Physics required
Curtin University,Australia,183,Master of Science in Physics,Physics,MSc,masters,science,1.5,23500,Yes,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in relevant Science field required
Curtin University,Australia,183,Master of Business Administration,Business Administration,MBA,masters,business,2.0,27500,No,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
Curtin University,Australia,183,Master of Laws in International Law,International Law,LLM,masters,law,1.5,30500,No,6.0,6.5,79,105,3.0,0,0,0,LLB or equivalent law degree required
Curtin University,Australia,183,Master of Public Health,Public Health,MPH,masters,health,1.5,27000,No,6.0,6.5,79,105,3.0,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Curtin University,Australia,183,Master of Science in Supply Chain Management,Supply Chain Management,MSc,masters,business,1.5,27500,No,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
Curtin University,Australia,183,Master of Science in Sustainable Design,Sustainable Design,MSc,masters,architecture,1.5,27500,No,6.0,6.5,79,105,3.0,0,0,0,Architecture or related design undergraduate degree required; portfolio required
Curtin University,Australia,183,Master of Arts in International Relations,International Relations,MA,masters,social_science,1.5,23000,No,6.0,6.5,79,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
Curtin University,Australia,183,Master of Science in Chemical Engineering,Chemical Engineering,MSc,masters,engineering,1.5,28000,No,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in Engineering or related STEM field required
Curtin University,Australia,183,Master of Science in Data Science,Data Science,MSc,masters,cs,1.5,26500,No,6.0,6.5,79,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Curtin University,Australia,183,Master of Arts in English Literature,English Literature,MA,masters,arts,1.5,24000,Yes,6.0,6.5,79,105,3.0,0,0,0,Relevant undergraduate degree in Humanities required
Curtin University,Australia,183,Master of Science in Mathematics,Mathematics,MSc,masters,science,1.5,23500,Yes,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in relevant Science field required
Curtin University,Australia,183,Master of Science in Human-Computer Interaction,Human-Computer Interaction,MSc,masters,cs,1.5,26500,No,6.0,6.5,79,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
University of Wollongong,Australia,184,Bachelor of Science in Biology,Biology,BSc,bachelors,science,3.0,20000,No,5.5,6.0,74,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
University of Wollongong,Australia,184,Bachelor of Science in Environmental Science,Environmental Science,BSc,bachelors,science,3.0,20000,No,5.5,6.0,74,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
University of Wollongong,Australia,184,Bachelor of Science in Statistics,Statistics,BSc,bachelors,science,3.0,20000,No,5.5,6.0,74,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
University of Wollongong,Australia,184,Bachelor of Science in Biotechnology,Biotechnology,BSc,bachelors,science,3.0,20000,No,5.5,6.0,74,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
University of Wollongong,Australia,184,Bachelor of Nursing,Nursing,BN,bachelors,health,3.0,23500,No,5.5,6.0,74,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
University of Wollongong,Australia,184,Bachelor of Pharmacy,Pharmacy,BPharm,bachelors,health,4.0,23500,No,5.5,6.0,74,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
University of Wollongong,Australia,184,Bachelor of Science in Public Health,Public Health,BSc,bachelors,health,3.0,23500,No,5.5,6.0,74,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
University of Wollongong,Australia,184,Bachelor of Science in Nutrition and Dietetics,Nutrition and Dietetics,BSc,bachelors,health,3.0,23500,No,5.5,6.0,74,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
University of Wollongong,Australia,184,Bachelor of Science in Medical Laboratory Science,Medical Laboratory Science,BSc,bachelors,health,3.0,23500,No,5.5,6.0,74,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
University of Wollongong,Australia,184,Bachelor of Science in Physiotherapy,Physiotherapy,BSc,bachelors,health,3.0,23500,No,5.5,6.0,74,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
University of Wollongong,Australia,184,Bachelor of Arts in Psychology,Psychology,BA,bachelors,social_science,3.0,20000,No,5.5,6.0,74,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
University of Wollongong,Australia,184,Bachelor of Arts in Sociology,Sociology,BA,bachelors,social_science,3.0,20000,No,5.5,6.0,74,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
University of Wollongong,Australia,184,Bachelor of Arts in Political Science,Political Science,BA,bachelors,social_science,3.0,20000,No,5.5,6.0,74,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
University of Wollongong,Australia,184,Bachelor of Arts in International Relations,International Relations,BA,bachelors,social_science,3.0,20000,No,5.5,6.0,74,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
University of Wollongong,Australia,184,Bachelor of Arts in Anthropology,Anthropology,BA,bachelors,social_science,3.0,20000,No,5.5,6.0,74,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
University of Wollongong,Australia,184,Bachelor of Science in Communication Studies,Communication Studies,BSc,bachelors,social_science,3.0,20000,No,5.5,6.0,74,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
University of Wollongong,Australia,184,Bachelor of Arts in English Literature,English Literature,BA,bachelors,arts,3.0,19500,Yes,5.5,6.0,74,100,2.7,0,0,0,No specific background required; strong language and critical thinking skills preferred
University of Wollongong,Australia,184,Bachelor of Fine Arts,Fine Arts,BFA,bachelors,arts,3.0,19500,Yes,5.5,6.0,74,100,2.7,0,0,0,No specific background required; strong language and critical thinking skills preferred
University of Wollongong,Australia,184,Bachelor of Arts in Media and Journalism,Media and Journalism,BA,bachelors,arts,3.0,19500,Yes,5.5,6.0,74,100,2.7,0,0,0,No specific background required; strong language and critical thinking skills preferred
University of Wollongong,Australia,184,Master of Architecture,Architecture,MArch,masters,architecture,2.0,23500,Yes,6.0,6.5,79,105,3.0,0,0,0,Architecture or related design undergraduate degree required; portfolio required
University of Wollongong,Australia,184,Master of Science in Sustainable Design,Sustainable Design,MSc,masters,architecture,1.5,23500,Yes,6.0,6.5,79,105,3.0,0,0,0,Architecture or related design undergraduate degree required; portfolio required
University of Wollongong,Australia,184,Master of Science in Educational Technology,Educational Technology,MSc,masters,education,1.5,20500,Yes,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree required; teaching qualification or classroom experience required
University of Wollongong,Australia,184,Master of Science in Data Science,Data Science,MSc,masters,cs,1.5,24500,Yes,6.0,6.5,79,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
University of Wollongong,Australia,184,Master of Science in Software Engineering,Software Engineering,MSc,masters,cs,1.5,24500,Yes,6.0,6.5,79,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
University of Wollongong,Australia,184,Master of Science in Human-Computer Interaction,Human-Computer Interaction,MSc,masters,cs,1.5,24500,Yes,6.0,6.5,79,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
University of Wollongong,Australia,184,Master of Science in Management,Management,MSc,masters,business,1.5,27500,No,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
University of Wollongong,Australia,184,Master of Science in International Business,International Business,MSc,masters,business,1.5,27500,No,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
University of Wollongong,Australia,184,Master of Science in Human Resource Management,Human Resource Management,MSc,masters,business,1.5,27500,No,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
University of Wollongong,Australia,184,Master of Science in Civil Engineering,Civil Engineering,MSc,masters,engineering,1.5,24500,No,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in Engineering or related STEM field required
University of Wollongong,Australia,184,Master of Science in Biomedical Engineering,Biomedical Engineering,MSc,masters,engineering,1.5,24500,No,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in Engineering or related STEM field required
University of Wollongong,Australia,184,Master of Science in Robotics,Robotics,MSc,masters,engineering,1.5,24500,No,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in Engineering or related STEM field required
University of Wollongong,Australia,184,Master of Science in Bioinformatics,Bioinformatics,MSc,masters,science,1.5,24500,No,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in relevant Science field required
University of Wollongong,Australia,184,Master of Science in Biotechnology,Biotechnology,MSc,masters,science,1.5,24500,No,6.0,6.5,79,105,3.0,0,0,0,Undergraduate degree in relevant Science field required
University of Wollongong,Australia,184,Master of Science in Nursing,Nursing,MSc,masters,health,1.5,24500,No,6.0,6.5,79,105,3.0,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
University of Wollongong,Australia,184,Master of Science in Nutrition,Nutrition,MSc,masters,health,1.5,24500,No,6.0,6.5,79,105,3.0,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
University of Wollongong,Australia,184,Master of Arts in Psychology,Psychology,MA,masters,social_science,1.5,20000,No,6.0,6.5,79,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
University of Wollongong,Australia,184,Master of Science in Development Studies,Development Studies,MSc,masters,social_science,1.5,20000,No,6.0,6.5,79,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
University of Wollongong,Australia,184,Master of Fine Arts,Fine Arts,MFA,masters,arts,2.0,23500,No,6.0,6.5,79,105,3.0,0,0,0,Relevant undergraduate degree in Humanities required
"Queen's University, Ontario",Canada,191,Bachelor of Engineering in Aerospace Engineering,Aerospace Engineering,BEng,bachelors,engineering,4.0,16000,No,6.0,6.5,83,110,2.9,0,0,0,Strong background in Mathematics and Physics required
"Queen's University, Ontario",Canada,191,Master of Science in Chemical Engineering,Chemical Engineering,MSc,masters,engineering,1.5,21500,Yes,6.5,7.0,88,115,3.2,1,308,0,Undergraduate degree in Engineering or related STEM field required
"Queen's University, Ontario",Canada,191,Master of Science in Electrical Engineering,Electrical Engineering,MSc,masters,engineering,1.5,21500,Yes,6.5,7.0,88,115,3.2,1,308,0,Undergraduate degree in Engineering or related STEM field required
"Queen's University, Ontario",Canada,191,Master of Science in Human Resource Management,Human Resource Management,MSc,masters,business,1.5,22500,No,6.5,7.0,88,115,3.2,1,308,0,Undergraduate degree in any discipline; work experience preferred
"Queen's University, Ontario",Canada,191,Master of Science in Supply Chain Management,Supply Chain Management,MSc,masters,business,1.5,22500,No,6.5,7.0,88,115,3.2,1,308,0,Undergraduate degree in any discipline; work experience preferred
"Queen's University, Ontario",Canada,191,Master of Science in Accounting,Accounting,MSc,masters,business,1.5,22500,No,6.5,7.0,88,115,3.2,1,308,0,Undergraduate degree in any discipline; work experience preferred
"Queen's University, Ontario",Canada,191,Master of Science in Management,Management,MSc,masters,business,1.5,22500,No,6.5,7.0,88,115,3.2,1,308,0,Undergraduate degree in any discipline; work experience preferred
"Queen's University, Ontario",Canada,191,Master of Business Administration,Business Administration,MBA,masters,business,2.0,22500,No,6.5,7.0,88,115,3.2,1,308,0,Undergraduate degree in any discipline; work experience preferred
"Queen's University, Ontario",Canada,191,Master of Science in Cloud Computing,Cloud Computing,MSc,masters,cs,1.5,19500,Yes,6.5,7.0,88,115,3.2,1,308,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
"Queen's University, Ontario",Canada,191,Master of Science in Software Engineering,Software Engineering,MSc,masters,cs,1.5,19500,Yes,6.5,7.0,88,115,3.2,1,308,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
"Queen's University, Ontario",Canada,191,Master of Science in Cybersecurity,Cybersecurity,MSc,masters,cs,1.5,19500,Yes,6.5,7.0,88,115,3.2,1,308,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
"Queen's University, Ontario",Canada,191,Master of Science in Artificial Intelligence,Artificial Intelligence,MSc,masters,cs,1.5,19500,Yes,6.5,7.0,88,115,3.2,1,308,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
"Queen's University, Ontario",Canada,191,Master of Science in Educational Technology,Educational Technology,MSc,masters,education,1.5,18000,No,6.5,7.0,88,115,3.2,1,308,0,Undergraduate degree required; teaching qualification or classroom experience required
"Queen's University, Ontario",Canada,191,Master of Education,Education,MEd,masters,education,1.5,18000,No,6.5,7.0,88,115,3.2,1,308,0,Undergraduate degree required; teaching qualification or classroom experience required
"Queen's University, Ontario",Canada,191,Master of Design in Interior Design,Interior Design,MDes,masters,architecture,2.0,18000,Yes,6.5,7.0,88,115,3.2,1,308,0,Architecture or related design undergraduate degree required; portfolio required
"Queen's University, Ontario",Canada,191,Master of Architecture,Architecture,MArch,masters,architecture,2.0,18000,Yes,6.5,7.0,88,115,3.2,1,308,0,Architecture or related design undergraduate degree required; portfolio required
"Queen's University, Ontario",Canada,191,Master of Laws in Corporate Law,Corporate Law,LLM,masters,law,1.5,20500,No,6.5,7.0,88,115,3.2,1,308,0,LLB or equivalent law degree required
Universität Hamburg,Germany,193,Bachelor of Arts in Political Science,Political Science,BA,bachelors,social_science,3.0,700,Yes,5.5,6.0,83,100,2.7,0,0,0,No specific background required; strong analytical and writing skills preferred
Universität Hamburg,Germany,193,Bachelor of Business Administration,Business Administration,BBA,bachelors,business,3.0,700,Yes,5.5,6.0,83,100,2.7,0,0,0,No specific background required; Mathematics proficiency preferred
Universität Hamburg,Germany,193,Bachelor of Science in Physiotherapy,Physiotherapy,BSc,bachelors,health,3.0,700,Yes,5.5,6.0,83,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
Universität Hamburg,Germany,193,Bachelor of Science in Cybersecurity,Cybersecurity,BSc,bachelors,cs,3.0,700,Yes,5.5,6.0,83,100,2.7,0,0,0,Strong background in Mathematics; basic programming skills preferred
Universität Hamburg,Germany,193,Bachelor of Science in Public Health,Public Health,BSc,bachelors,health,3.0,700,Yes,5.5,6.0,83,100,2.7,0,0,0,Strong background in Biology and Chemistry preferred
Universität Hamburg,Germany,193,Bachelor of Science in Data Science,Data Science,BSc,bachelors,cs,3.0,700,Yes,5.5,6.0,83,100,2.7,0,0,0,Strong background in Mathematics; basic programming skills preferred
Universität Hamburg,Germany,193,Bachelor of Science in Biotechnology,Biotechnology,BSc,bachelors,science,3.0,700,Yes,5.5,6.0,83,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
Universität Hamburg,Germany,193,Bachelor of Arts in Early Childhood Education,Early Childhood Education,BA,bachelors,education,3.0,700,No,5.5,6.0,83,100,2.7,0,0,0,No specific background required; passion for teaching preferred
Universität Hamburg,Germany,193,Bachelor of Science in Biology,Biology,BSc,bachelors,science,3.0,700,Yes,5.5,6.0,83,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
Universität Hamburg,Germany,193,Bachelor of Design in Interior Design,Interior Design,BDes,bachelors,architecture,4.0,700,Yes,5.5,6.0,83,100,2.7,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
Universität Hamburg,Germany,193,Bachelor of Science in Mathematics,Mathematics,BSc,bachelors,science,3.0,700,Yes,5.5,6.0,83,100,2.7,0,0,0,Strong foundation in Mathematics and Science subjects required
Universität Hamburg,Germany,193,Bachelor of Laws in Corporate Law,Corporate Law,LLB,bachelors,law,3.0,700,No,5.5,6.0,83,100,2.7,0,0,0,No specific background required; strong analytical skills preferred
Universität Hamburg,Germany,193,Bachelor of Engineering in Biomedical Engineering,Biomedical Engineering,BEng,bachelors,engineering,4.0,700,Yes,5.5,6.0,83,100,2.7,0,0,0,Strong background in Mathematics and Physics required
Universität Hamburg,Germany,193,Bachelor of Arts in Music,Music,BA,bachelors,arts,3.0,700,No,5.5,6.0,83,100,2.7,0,0,0,No specific background required; strong language and critical thinking skills preferred
Universität Hamburg,Germany,193,Master of Science in Nursing,Nursing,MSc,masters,health,2.0,700,Yes,6.0,6.5,88,105,3.0,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Universität Hamburg,Germany,193,Master of Science in Human-Computer Interaction,Human-Computer Interaction,MSc,masters,cs,2.0,700,No,6.0,6.5,88,105,3.0,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Universität Hamburg,Germany,193,Master of Science in Development Studies,Development Studies,MSc,masters,social_science,2.0,700,No,6.0,6.5,88,105,3.0,0,0,0,Relevant undergraduate degree required; research experience preferred
Universität Hamburg,Germany,193,Master of Science in Human Resource Management,Human Resource Management,MSc,masters,business,2.0,700,Yes,6.0,6.5,88,105,3.0,0,0,0,Undergraduate degree in any discipline; work experience preferred
Universität Hamburg,Germany,193,Master of Laws in International Law,International Law,LLM,masters,law,2.0,700,Yes,6.0,6.5,88,105,3.0,0,0,0,LLB or equivalent law degree required
Universität Hamburg,Germany,193,Master of Science in Robotics,Robotics,MSc,masters,engineering,2.0,700,Yes,6.0,6.5,88,105,3.0,0,0,0,Undergraduate degree in Engineering or related STEM field required
Universität Hamburg,Germany,193,Master of Science in Educational Technology,Educational Technology,MSc,masters,education,2.0,700,Yes,6.0,6.5,88,105,3.0,0,0,0,Undergraduate degree required; teaching qualification or classroom experience required
University of Reading,UK,194,Bachelor of Science in Computer Networks,Computer Networks,BSc,bachelors,cs,3.0,22000,Yes,6.0,6.5,83,110,2.8,0,0,0,Strong background in Mathematics; basic programming skills preferred
University of Reading,UK,194,Bachelor of Engineering in Environmental Engineering,Environmental Engineering,BEng,bachelors,engineering,4.0,20000,Yes,6.0,6.5,83,110,2.8,0,0,0,Strong background in Mathematics and Physics required
University of Reading,UK,194,Bachelor of Arts in Psychology,Psychology,BA,bachelors,social_science,3.0,19000,No,6.0,6.5,83,110,2.8,0,0,0,No specific background required; strong analytical and writing skills preferred
University of Reading,UK,194,Bachelor of Laws in Corporate Law,Corporate Law,LLB,bachelors,law,3.0,21000,No,6.0,6.5,83,110,2.8,0,0,0,No specific background required; strong analytical skills preferred
University of Reading,UK,194,Bachelor of Business Administration,Business Administration,BBA,bachelors,business,3.0,23500,No,6.0,6.5,83,110,2.8,0,0,0,No specific background required; Mathematics proficiency preferred
University of Reading,UK,194,Bachelor of Engineering in Industrial Engineering,Industrial Engineering,BEng,bachelors,engineering,4.0,20000,Yes,6.0,6.5,83,110,2.8,0,0,0,Strong background in Mathematics and Physics required
University of Reading,UK,194,Bachelor of Arts in Sociology,Sociology,BA,bachelors,social_science,3.0,19000,No,6.0,6.5,83,110,2.8,0,0,0,No specific background required; strong analytical and writing skills preferred
University of Reading,UK,194,Bachelor of Architecture,Architecture,BArch,bachelors,architecture,5.0,20500,No,6.0,6.5,83,110,2.8,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
University of Reading,UK,194,Bachelor of Science in Economics,Economics,BSc,bachelors,business,3.0,23500,No,6.0,6.5,83,110,2.8,0,0,0,No specific background required; Mathematics proficiency preferred
University of Reading,UK,194,Bachelor of Science in Mathematics,Mathematics,BSc,bachelors,science,3.0,21500,Yes,6.0,6.5,83,110,2.8,0,0,0,Strong foundation in Mathematics and Science subjects required
University of Reading,UK,194,Bachelor of Arts in Political Science,Political Science,BA,bachelors,social_science,3.0,19000,No,6.0,6.5,83,110,2.8,0,0,0,No specific background required; strong analytical and writing skills preferred
University of Reading,UK,194,Bachelor of Science in Urban Planning,Urban Planning,BSc,bachelors,architecture,3.0,20500,No,6.0,6.5,83,110,2.8,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
University of Reading,UK,194,Bachelor of Commerce in Accounting,Accounting,BCom,bachelors,business,3.0,23500,No,6.0,6.5,83,110,2.8,0,0,0,No specific background required; Mathematics proficiency preferred
University of Reading,UK,194,Bachelor of Science in Physics,Physics,BSc,bachelors,science,3.0,21500,Yes,6.0,6.5,83,110,2.8,0,0,0,Strong foundation in Mathematics and Science subjects required
University of Reading,UK,194,Master of Arts in Sociology,Sociology,MA,masters,social_science,1.0,20500,No,6.5,7.0,88,115,3.1,0,0,0,Relevant undergraduate degree required; research experience preferred
University of Reading,UK,194,Master of Science in Cloud Computing,Cloud Computing,MSc,masters,cs,1.0,23500,Yes,6.5,7.0,88,115,3.1,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
University of Reading,UK,194,Master of Science in Nursing,Nursing,MSc,masters,health,1.0,25500,Yes,6.5,7.0,88,115,3.1,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
University of Reading,UK,194,Master of Science in Computer Science,Computer Science,MSc,masters,cs,1.0,23500,Yes,6.5,7.0,88,115,3.1,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
University of Reading,UK,194,Master of Science in Physics,Physics,MSc,masters,science,1.0,20500,No,6.5,7.0,88,115,3.1,0,0,0,Undergraduate degree in relevant Science field required
University of Reading,UK,194,Master of Architecture,Architecture,MArch,masters,architecture,1.0,25500,Yes,6.5,7.0,88,115,3.1,0,0,0,Architecture or related design undergraduate degree required; portfolio required
University of Reading,UK,194,Master of Science in Chemical Engineering,Chemical Engineering,MSc,masters,engineering,1.0,23000,Yes,6.5,7.0,88,115,3.1,0,0,0,Undergraduate degree in Engineering or related STEM field required
University of Reading,UK,194,Master of Arts in History,History,MA,masters,arts,1.0,19000,Yes,6.5,7.0,88,115,3.1,0,0,0,Relevant undergraduate degree in Humanities required
University of Reading,UK,194,Master of Science in International Business,International Business,MSc,masters,business,1.0,25500,Yes,6.5,7.0,88,115,3.1,0,0,0,Undergraduate degree in any discipline; work experience preferred
Queen's University Belfast,UK,199,Bachelor of Science in Communication Studies,Communication Studies,BSc,bachelors,social_science,3.0,17000,Yes,6.0,6.5,83,100,2.8,0,0,0,No specific background required; strong analytical and writing skills preferred
Queen's University Belfast,UK,199,Bachelor of Engineering in Software Engineering,Software Engineering,BEng,bachelors,cs,4.0,21500,Yes,6.0,6.5,83,100,2.8,0,0,0,Strong background in Mathematics; basic programming skills preferred
Queen's University Belfast,UK,199,Bachelor of Engineering in Industrial Engineering,Industrial Engineering,BEng,bachelors,engineering,4.0,20500,No,6.0,6.5,83,100,2.8,0,0,0,Strong background in Mathematics and Physics required
Queen's University Belfast,UK,199,Bachelor of Arts in English Literature,English Literature,BA,bachelors,arts,3.0,17000,No,6.0,6.5,83,100,2.8,0,0,0,No specific background required; strong language and critical thinking skills preferred
Queen's University Belfast,UK,199,Bachelor of Science in Information Technology,Information Technology,BSc,bachelors,cs,3.0,21500,Yes,6.0,6.5,83,100,2.8,0,0,0,Strong background in Mathematics; basic programming skills preferred
Queen's University Belfast,UK,199,Bachelor of Science in Mathematics,Mathematics,BSc,bachelors,science,3.0,20500,No,6.0,6.5,83,100,2.8,0,0,0,Strong foundation in Mathematics and Science subjects required
Queen's University Belfast,UK,199,Bachelor of Fine Arts,Fine Arts,BFA,bachelors,arts,3.0,17000,No,6.0,6.5,83,100,2.8,0,0,0,No specific background required; strong language and critical thinking skills preferred
Queen's University Belfast,UK,199,Bachelor of Science in Cybersecurity,Cybersecurity,BSc,bachelors,cs,3.0,21500,Yes,6.0,6.5,83,100,2.8,0,0,0,Strong background in Mathematics; basic programming skills preferred
Queen's University Belfast,UK,199,Bachelor of Science in Physics,Physics,BSc,bachelors,science,3.0,20500,No,6.0,6.5,83,100,2.8,0,0,0,Strong foundation in Mathematics and Science subjects required
Queen's University Belfast,UK,199,Bachelor of Arts in Media and Journalism,Media and Journalism,BA,bachelors,arts,3.0,17000,No,6.0,6.5,83,100,2.8,0,0,0,No specific background required; strong language and critical thinking skills preferred
Queen's University Belfast,UK,199,Master of Science in Chemical Engineering,Chemical Engineering,MSc,masters,engineering,1.0,23500,No,6.5,7.0,88,105,3.1,0,0,0,Undergraduate degree in Engineering or related STEM field required
Queen's University Belfast,UK,199,Master of Laws in Human Rights Law,Human Rights Law,LLM,masters,law,1.0,23000,No,6.5,7.0,88,105,3.1,0,0,0,LLB or equivalent law degree required
Queen's University Belfast,UK,199,Master of Science in Robotics,Robotics,MSc,masters,engineering,1.0,23500,No,6.5,7.0,88,105,3.1,0,0,0,Undergraduate degree in Engineering or related STEM field required
Queen's University Belfast,UK,199,Master of Education,Education,MEd,masters,education,1.0,19000,Yes,6.5,7.0,88,105,3.1,0,0,0,Undergraduate degree required; teaching qualification or classroom experience required
Queen's University Belfast,UK,199,Master of Science in Statistics,Statistics,MSc,masters,science,1.0,19000,No,6.5,7.0,88,105,3.1,0,0,0,Undergraduate degree in relevant Science field required
Queen's University Belfast,UK,199,Master of Science in Data Science,Data Science,MSc,masters,cs,1.0,23500,No,6.5,7.0,88,105,3.1,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Queen's University Belfast,UK,199,Master of Science in Pharmacy,Pharmacy,MSc,masters,health,1.0,24500,Yes,6.5,7.0,88,105,3.1,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Queen's University Belfast,UK,199,Master of Science in Cloud Computing,Cloud Computing,MSc,masters,cs,1.0,23500,No,6.5,7.0,88,105,3.1,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Queen's University Belfast,UK,199,Master of Arts in Psychology,Psychology,MA,masters,social_science,1.0,18500,Yes,6.5,7.0,88,105,3.1,0,0,0,Relevant undergraduate degree required; research experience preferred
Queen's University Belfast,UK,199,Master of Science in Marketing,Marketing,MSc,masters,business,1.0,22500,No,6.5,7.0,88,105,3.1,0,0,0,Undergraduate degree in any discipline; work experience preferred
Queen's University Belfast,UK,199,Master of Arts in English Literature,English Literature,MA,masters,arts,1.0,21500,No,6.5,7.0,88,105,3.1,0,0,0,Relevant undergraduate degree in Humanities required
Queen's University Belfast,UK,199,Master of Science in Human Resource Management,Human Resource Management,MSc,masters,business,1.0,22500,No,6.5,7.0,88,105,3.1,0,0,0,Undergraduate degree in any discipline; work experience preferred
